implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 34650 +20946-2176-3188+2820-3125+3036+2729+2513+15985-3316-3262+8752+8791+2662-3287-3106-1895-3429+14365+2536-3480-3574-3484-3207+2593+10175-3161+8618-3513+19987+2816-3211
keypair_randombytes - 80 +48-16-16+16-16+16+16+16+80-16-16+48+48+16-16-16-16-16+80+16-16-16-16-16+16+48-16+48-16+112+16-16
keypair_randomcalls - 2 +2+0+0+1+0+1+1+1+3+0+0+2+2+1+0+0+0+0+3+1+0+0+0+0+1+2+0+2+0+4+1+0
enc_cycles - 43600 +1619+681+105+283+1435+69-274-32-464+1286-347-333-123+20+1111-294+130+117+115+1183-332+108-318-271+1029-319-107-351-380+932-38-336
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30572 +1998+43-225+155+66-70+109+55-67-6-191+123+144-230+37-79+246+35+50-8+73+77-52-150+18-442-406-276-424-247+80-85
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35284 +2530+2134-3825+10168-3821+2043-4173-3861-4249+1758+1992-3813-2355-4034-3620-4125+2121-4091-3828-4139+2197-3710+9086+8167+1804-3505+8187+2050+15763+1885+2123+8226
keypair_randombytes - 84 +12+12-20+44-20+12-20-20-20+12+12-20-20-20-20-20+12-20-20-20+12-20+44+44+12-20+44+12+76+12+12+44
keypair_randomcalls - 3 +0+0-1+1-1+0-1-1-1+0+0-1-1-1-1-1+0-1-1-1+0-1+1+1+0-1+1+0+2+0+0+1
enc_cycles - 43537 -88+120+2022+212-262+67+106+1508-4-330+73+50+1373-195-283+38-347+959+97-285+92-204+1158-169-105-229-33+971-128-452+179-370
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30522 +20-131+135+57-379+103-292-335-2-196+18+39-247+20-4+42+130+374-341+99-243+133+112-400-28+9+82-347-421+101-80-34
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35314 +14204-3767+19433+2029-3859+2138-2258+8034+2206-3946-4145+7754+2132+2105+3328-4167-3624-3802+1958+1716-4126-4153-3955-3802+3068-3910-3858+8150-4036+2055+2391+1892
keypair_randombytes - 84 +76-20+108+12-20+12-20+44+12-20-20+44+12+12+12-20-20-20+12+12-20-20-20-20+12-20-20+44-20+12+12+12
keypair_randomcalls - 3 +2-1+3+0-1+0-1+1+0-1-1+1+0+0+0-1-1-1+0+0-1-1-1-1+0-1-1+1-1+0+0+0
enc_cycles - 43659 +66+84-2-468+1940+17+119-433-380-369+1399-444-277+37-99+1512-113-88-171-465+1098+20+0-517+53+1444+43+6+10+62+1317-477
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30521 -184+269+87-313+9-89+8+41+152-398-407-157+40+60+127+28-339+155-222+80+88-350+99-3-502+35-434+46-246-30-167+101
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
