implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 36635 +19231+962+6796+6206+311+809-5440+2281-5376+13061-5357-5380-5376+471-5534-5259-3870-5121+6788+17668-5311+12653+2148+23795-5349+440+570-5075+772+1776+494-5112
keypair_randombytes - 92 +36+4+36+36+4+4-28+4-28+68-28-28-28+4-28-28-28-28+36+100-28+68+4+132-28+4+4-28+4+4+4-28
keypair_randomcalls - 3 +1+0+1+1+0+0-1+0-1+2-1-1-1+0-1-1-1-1+1+3-1+2+0+4-1+0+0-1+0+0+0-1
enc_cycles - 42956 +1884-109-48+1803-216-55+231-590+1153-362+3402-565-394+868+175-548+45+121+1587-215-477-276+421+1580+168-11-13-607+1582-548+72-380
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30531 +1862+194-47+75+143+65+35-34-297-42+56+49-24-56+5-39+25-243+136-291+104-363-369-215+56-439+270-364-391+70-16+125
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34381 +10665-2830-3031-3081-3160-3126+2535-3275+8344+15665+3157+2978-2868-3098+15080+14492+4317-2829+2535+2608+25896+2796-2888-2995-1434-2903-3361+2494+2608+2397-3254-3192
keypair_randombytes - 80 +48-16-16-16-16-16+16-16+48+80+16+16-16-16+80+80+16-16+16+16+80+16-16-16-16-16-16+16+16+16-16-16
keypair_randomcalls - 2 +2+0+0+0+0+0+1+0+2+3+1+1+0+0+3+3+1+0+1+1+3+1+0+0+0+0+0+1+1+1+0+0
enc_cycles - 42927 +1362-443-681+2-42+1518+236+162-119-478+743-292+51-545-572+1423-512-32-25+212+1114-356-491-39+441+1431+163-79-541-580+253+1550
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30534 +349-99+97-37+33+6+23-328+24+47-12-315-7-51-41-60+61+63+75-148-364+92-131-115+88-5-327+100-388+71+5+55
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 32415 +5271-1128+4735-829+4543+11843-1113+4639-906-911-1200-1397+5112-356+12098+4860+10506-1046-1261-1154+4933-1185-1207+135+5008-757-1223-1046-901-892+10950+4508
keypair_randombytes - 68 +28-4+28-4+28+60-4+28-4-4-4-4+28-4+60+28+60-4-4-4+28-4-4-4+28-4-4-4-4-4+60+28
keypair_randomcalls - 2 +1+0+1+0+1+2+0+1+0+0+0+0+1+0+2+1+2+0+0+0+1+0+0+0+1+0+0+0+0+0+2+1
enc_cycles - 42995 +1165-662-37+33-16+1006+87-5+66+56+1506-674-581+215-232+795-128+142-676-64+1021+2853-584-76-558+1554-33-541+696-575+1556-609
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30493 +78+43-287+173-1-344+17+167+10896-6-403+112-180+2-2-287-58-122+48+91-447+41-399+28+39+34-397-100+53-7-232-27
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
