implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 34519 +9646+3512+3672-2708+8781+2554+2879-3171+10066-3236-3168+26346+8787-3006+20776-3162-3230-3289+8242-3304+2654+8716-3125-1826+2613+8801+2696-2979-3030-3394-3033-3414
keypair_randombytes - 76 -12+20+20-12+52+20+20-12+52-12-12+148+52-12+52-12-12-12+52-12+20+52-12-12+20+52+20-12-12-12-12-12
keypair_randomcalls - 2 +0+1+1+0+2+1+1+0+2+0+0+5+2+0+2+0+0+0+2+0+1+2+0+0+1+2+1+0+0+0+0+0
enc_cycles - 42907 +2393+4350+749+275+1790+218-468-63-568+1671+119-120-111-621+1628+360-576-292-516+833-365-553+140+172+1111-577+72-207-454-566+1060-383
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30498 +2127-37+226+25-44-71+113-60+23+53+28+27+39+7+43+40-183+525-15-141+122-100+77-211-72-235-46-71-77+11+44-57
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34753 -256-3152+2880-3527-1938-3299+8366-3319-3270+8127-3602+13958+27136+8427-3599+2288+2170-3500+4001-3416-3571+2032+2027-3349+2198+2240+8258+3742+14122-3388-3083-3328
keypair_randombytes - 80 -16-16+16-16-16-16+48-16-16+48-16+80+144+48-16+16+16-16+16-16-16+16+16-16+16+16+48+16+80-16-16-16
keypair_randomcalls - 2 +0+0+1+0+0+0+2+0+0+2+0+3+5+2+0+1+1+0+1+0+0+1+1+0+1+1+2+1+3+0+0+0
enc_cycles - 43053 -109+1408+10+7289+19+147+1329-701-714-30-663+1649+99+36-75+141+30+1440-683-10-494+20+1527-571-210-42+30+1393-400-699-100+3
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30519 +1258-147+51+46-261-167+48+56-406-42+182-236+9+52+32-50-4-430-294+988-116-255+53+71+107+33-17-602-213+57-269+39
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 31408 +2943+23+5661+5844+11737-91-99-216+1205-189+18-164-164-234-122+74+23185+7308-76-174+6059+11690-87-255+33+76+7046-255+5308-457-62+5848
keypair_randombytes - 64 +0+0+32+32+64+0+0+0+0+0+0+0+0+0+0+0+128+32+0+0+32+64+0+0+0+0+32+0+32+0+0+32
keypair_randomcalls - 2 +0+0+1+1+2+0+0+0+0+0+0+0+0+0+0+0+4+1+0+0+1+2+0+0+0+0+1+0+1+0+0+1
enc_cycles - 42712 +2959+1207-188-286+462-393+7441+44-330-349-367-352+1876+394+325+330+231+1037-255+329-82-208+1720-31-222-419-218+1410-336+214+19-281
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30484 +4408+93-505+36-99+206+1-48-199-325+76+82+182+99-364+105+40+92-6-63+9-93-37-412+1593-320-270-47+110-91+143+2
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
