implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 33218 +24432+4174-1500+10029-1101-1694+21947-138+4206+4238+16081-1943-1996-1971+3823-1647+11859-1690+3933-1915+10137-2026+4082+28317-1898-1768-1679-1785+3942-1850-1999-1871
keypair_randombytes - 68 +60+28-4+60-4-4+124-4+28+28+92-4-4-4-4-4+60-4+28-4+60-4+28+124-4-4-4-4+28-4-4-4
keypair_randomcalls - 2 +2+1+0+2+0+0+4+0+1+1+3+0+0+0+0+0+2+0+1+0+2+0+1+4+0+0+0+0+1+0+0+0
enc_cycles - 43998 +4437+115-62-175-535+951-214-309-421+590+1355+45-358+51-138+1198-42+265+80+91+1530-96-25-77-86+1406+431-225+34-143+1450-385
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30562 +2350+2404+70+4608-236+28-6-2-78+33-127-19-81+681-17-265-69+20+90-10-52+42+57-126-39+8+757+138-161-64-540+27
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 36795 +18668-5176+1517-5498-3970+18240+737+710+426-5337+624-3518+750+791+6402-5474-5622+54-5439-5734+2131-5494+867-5089-4304+6787+866+567-5431+8022+402+6817
keypair_randombytes - 92 +100-28+4-28-28+100+4+4+4-28+4-28+4+4+36-28-28+4-28-28+4-28+4-28-28+36+4+4-28+36+4+36
keypair_randomcalls - 3 +3-1+0-1-1+3+0+0+0-1+0-1+0+0+1-1-1+0-1-1+0-1+0-1-1+1+0+0-1+1+0+1
enc_cycles - 43913 +586+1669-188+63+57-42-238+1462+753-264-202+36+1739+220-11+46-73+1890+4-182-16+17+1616-130-55+412-69+1395-32-280-114-40
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30592 +678+200-31+132-238-36+55+121-34+50-38+10+572+40+139+39+0+101-38-100+1-252-154-545-2+295-292+78-147+12-30-346
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33974 -2298-2261+3580-2299-2654+3350-2379+22674-2653+3291+3576+3478-2452-2056+3178+22632+3193-2642+3335-2485+3208-2465+15205-514-2608-2507+3468+9184+3059-2742-2803-2780
keypair_randombytes - 76 -12-12+20-12-12+20-12+116-12+20+20+20-12-12+20+116+20-12+20-12+20-12+84-12-12-12+20+52+20-12-12-12
keypair_randomcalls - 2 +0+0+1+0+0+1+0+4+0+1+1+1+0+0+1+4+1+0+1+0+1+0+3+0+0+0+1+2+1+0+0+0
enc_cycles - 44040 +2238-18+26-319+2+1487-381-224-142+510+1325-109-212-115-125+1270-61+362+253-191+1368+4+6353-222-158+1421+193-38-193-174+1374+4408
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30560 +138+311-196+50+7-136-38-318-102+4842+59+83-10+468+242+90-42+3-92-23-189-29-75-88+220-19+500+23+112-77-124+50
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
