implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 34797 +8713-2725+8843-3067+8604-3238+2199+65221+13188+27728-3093+14443+2498+2512-3458-1918+2669+2657+8453-3548+2400-3349-3508-3414-1895-3684-3657+8566-3319-3357-3097+8369
keypair_randombytes - 68 -4-4+60-4+60-4-4+28-4+156-4+92+28+28-4-4+28+28+60-4+28-4-4-4-4-4-4+60-4-4-4+60
keypair_randomcalls - 2 +0+0+2+0+2+0+0+1+0+5+0+3+1+1+0+0+1+1+2+0+1+0+0+0+0+0+0+2+0+0+0+2
enc_cycles - 43734 +4525+557+470-187-33+1522+152-225-220-141+1438+4-254-86+1081+1889+346-8+38+53+1764-480-189-118-152+1619-134-85-158-73+1801+108
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30568 +1910+304+101-58+31-7+83+71-202-227-24+87-41+153-65+13+66-151-5+58-104-77+113+168-61-96-40+10779-77-141+131-26
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 36819 +6625-5326+462+343+19969-5080+6357+6727+12496-5317-3729+18623-5091-5578+462+6569+512+1885-5323+6431-5247+6602+257-5166+6754+2101-5247+801-5527-5504-5436+889
keypair_randombytes - 92 +36-28+4+4+100-28+36+36+68-28-28+100-28-28+4+36+4+4-28+36-28+36+4-28+36+4-28+4-28-28-28+4
keypair_randomcalls - 3 +1-1+0+0+3-1+1+1+2-1-1+3-1-1+0+1+0+0-1+1-1+1+0-1+1+0-1+0-1-1-1+0
enc_cycles - 43941 +188+1312-7-178-34+127+1449-418-106+3349+102+1562-200+218+83-250+1468-45+0+36-164+1546-134-63+13-90+1404-122-358-46-104+1051
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30555 +185+125+37-65-111-75-83-64+46-248+69+150+21+29+6-27+89+57-27-119+41-368+3-384-20+18-21-5-13+104+55-13
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33775 -1972-2115-2570+9376-2464+3798+11003-2512-2380+9685-2234-2515-2347-2336+9449+16934+15407+9122-2451-2445-2501-2484+16974+9633+9630+3640-2562+9286-2421-2458+4830+3569
keypair_randombytes - 76 -12-12-12+52-12+20+52-12-12+52-12-12-12-12+52+84+84+52-12-12-12-12+84+52+52+20-12+52-12-12+20+20
keypair_randomcalls - 2 +0+0+0+2+0+1+2+0+0+2+0+0+0+0+2+3+3+2+0+0+0+0+3+2+2+1+0+2+0+0+1+1
enc_cycles - 43949 +253-135+0+1351+22-139+3-96+1402+111-351-471-146+1470+186+38+44-100+1352-20-478-113-72+1467-546+60+42-77+1369-355-1+28
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30548 +64+14-16-198+23+78+86-79-50+186+94-13+18-80-311-11+90+30-42-33+26-206+97-336+52-44+39-227+18+41-180-45
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
