implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 31767 +11011+84-184-419-246-304-357+6211-481+16313+13051+670-265-276-353-247-517+5539+5420+848-506+4246+304-262-326+5849-367+5636-119+6901-495+5495
keypair_randombytes - 64 +0+0+0+0+0+0+0+32+0+64+64+0+0+0+0+0+0+32+32+0+0+0+0+0+0+32+0+32+0+32+0+32
keypair_randomcalls - 2 +0+0+0+0+0+0+0+1+0+2+2+0+0+0+0+0+0+1+1+0+0+0+0+0+0+1+0+1+0+1+0+1
enc_cycles - 43962 +2371-4-339+1432-99-106-61-22+1823-335+8-147-55+1494+42+69+5404+15954+1321+14-195-14-302+1304+5846+1264-24+0+1073-195-374-349
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30598 +2586+537+202+290-308-22-51-82+65+16+401+173+202+130-194-12-186-30+39-194-201-374+504+10584+38+44-542-360-5-506-21-164
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33253 +5174+23632-1906+4216-1658-1661-1759+4001+4108-191+4853-1761-1748+9989+4073-1616-1946-2008+11407-1977+3955-1145+7907-1981+15807-1972+23381-1871-2005-1688+10309-2062
keypair_randombytes - 72 +24+120-8+24-8-8-8+24+24-8+24-8-8+56+24-8-8-8+56-8+24-8+24-8+88-8+120-8-8-8+56-8
keypair_randomcalls - 2 +1+4+0+1+0+0+0+1+1+0+1+0+0+2+1+0+0+0+2+0+1+0+1+0+3+0+4+0+0+0+2+0
enc_cycles - 43898 +1814-21-68-227-32+1500+682-104-43+33-358+1693+18-172+744+3219+1156-400+87-312-53+1129-50+4153+162-24+1462-93-171-210-14+1342
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30563 +461-12-26+28-136+18+27-33+421+2908+40-48+31-14+62+31-35+0-80-21-55+321-54+12-99-53+40+19-4+133-193-78
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 36095 +1702+19383+7746-4265-3120+1464+1396+1126+1473-4079-4599-4751-4803+2732+1416+1242+13060+850+1372-4792+1817+3121-4633-4734-4760-4709-4830-4645+1424+1212-4567+3625
keypair_randombytes - 88 +8+104+40-24-24+8+8+8+8-24-24-24-24+8+8+8+72+8+8-24+8+8-24-24-24-24-24-24+8+8-24+8
keypair_randomcalls - 3 +0+3+1-1-1+0+0+0+0-1-1-1-1+0+0+0+2+0+0-1+0+0-1-1-1-1-1-1+0+0-1+0
enc_cycles - 43934 +271+134+141+1506-188-164+246+93+1525+53+1-57+110-127+2039-212-39-22-131+1570-47-161-87+234+1424-52+16-133-122+1430-263-56
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30573 +223-264+94+123-8-201+103-32+78+533+80-23-392-34-27-9-160-57+106-23+42-28+270+31-16-39+79+10+74+123-126-337
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
