implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 33062 +16344-834-1578-1545-1591+4217-1811+4407-1918+5858+4232-1914-1765-1780+10315+10066+4233+5696-1761-1726-1338+33962-1802-1674-1638-1565+5747-1713-1695+10184+10876+10345
keypair_randombytes - 72 +24-8-8-8-8+24-8+24-8+24+24-8-8-8+56+56+24+24-8-8-8+184-8-8-8-8+24-8-8+56+56+56
keypair_randomcalls - 2 +1+0+0+0+0+1+0+1+0+1+1+0+0+0+2+2+1+1+0+0+0+6+0+0+0+0+1+0+0+2+2+2
enc_cycles - 43665 +4538+486+74+60+40+1613+198-51-276-292+1294-43-163+25-104+1373-183-97-109-122+1177+101-5-253-213-290+1729+240+159-96-172+1762
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30569 +2225+25-201-211+35-81+63+74-5+1207+77+131-41+83-67+25-258-41+48-54-23+0+141+84+16-122-4-89-254-32-71+64
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34118 -2253-2753-2870-2754+3423+3224+10874-2235+3239-2785+3026-2638-2610+3243-2605-1388+8996+9093-2740+3118-2822+2834+16573+9121+9271+9331-2630-2676-2535+3382-569-2816
keypair_randombytes - 76 -12-12-12-12+20+20+52-12+20-12+20-12-12+20-12-12+52+52-12+20-12+20+84+52+52+52-12-12-12+20-12-12
keypair_randomcalls - 2 +0+0+0+0+1+1+2+0+1+0+1+0+0+1+0+0+2+2+0+1+0+1+3+2+2+2+0+0+0+1+0+0
enc_cycles - 43644 +550+342+284+1561+262+155+257-52+1761+64-237+20-156+1604-155-220-175-268-300+1587-215-278-281-216+1829+154-302-326-319+1701+0+125
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30605 +182+63+39+55+1-14-45+31+103+395-1-67-30+24+168+116-78-141-46+108+21-74+10-17-177+51-24-36+34-36-122-96
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 37234 +6371-5791-4343+81-71+12202+6148-5749-48-4283+6023-5779+182-6113-5862+123+73-157+1302-135-203-6024+5940-5657-6164+19474+134-5891+6153+133+6121+1445
keypair_randombytes - 96 +32-32-32+0+0+64+32-32+0-32+32-32+0-32-32+0+0+0+0+0+0-32+32-32-32+96+0-32+32+0+32+0
keypair_randomcalls - 3 +1-1-1+0+0+2+1-1+0-1+1-1+0-1-1+0+0+0+0+0+0-1+1-1-1+3+0-1+1+0+1+0
enc_cycles - 43753 +117+145-148+109+1660+318+125+172+16+1532+62-149-36-381+1337+73-97-428-412-337+1549-191-370+24-458+1665-305-293-282+104+1450-320
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30526 +255+93-44-49-221+12-108-32-63+53+653-36-228+11+159-16+74-193-129-219+88+57+80+45+156+62+133-195-62-33+84-58
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
