implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-fixed-reversed - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 33049 +9441-1153-1463+4929-1384-1607+4363+4532+4254+5586+10082+11078+9981-1550-1648-1721-1760+35269-1662-1527-1700-1775+4563-1639+11391+10238-1851-1621-1662-1630+4325-1504
keypair_randombytes - 68 -4-4-4+28-4-4+28+28+28+28+60+60+60-4-4-4-4+188-4-4-4-4+28-4+60+60-4-4-4-4+28-4
keypair_randomcalls - 2 +0+0+0+1+0+0+1+1+1+1+2+2+2+0+0+0+0+6+0+0+0+0+1+0+2+2+0+0+0+0+1+0
enc_cycles - 43840 +4219+413+157+85-132+1761-291-13-350+59+1248+1-17-69-387+1398-285+113-130-201+1428-293-233-366+344+122+1479-104-360+60-119+1467
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30442 +2434+436+193-34+298+112-43+31-77+42-69+28-9-187-180-151+37-126+33-28-79+61-110-152-74+21-35+14-25+166+172+187
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35330 +2677-3623+2249+2139-3879-2407+7982-4026+14082+1987+1982+1974+10195+43695-3797-3769-4209+2103+3463+8338-3967-3869-3918-3943+25588+2125+3512-4315-3891-3695-3960+1681
keypair_randombytes - 84 +12-20+12+12-20-20+44-20+76+12+12+12+44+236-20-20-20+12+12+44-20-20-20-20+140+12+12-20-20-20-20+12
keypair_randomcalls - 3 +0-1+0+0-1-1+1-1+2+0+0+0+1+7-1-1-1+0+0+1-1-1-1-1+4+0+0-1-1-1-1+0
enc_cycles - 43901 +319+1324+89-103-184+0+1316-252-146-112-23+1542+22+88-109-26+1351-56-22+33-89+1327-173-536-578+398+60+1273+97-8+28-206
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30507 +456+15+109+39+50+168-61-191+68+35-300-91-293-87-197-241+145+211+7-139-9-24-149-8+86-81-79+137+63+67+22-36
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 32345 +5187-857-789+5426-1114+4932-1277-911+18240+5097+17015-845-1001-190-883+12399-631+5104+4773+4934-1023-1014+4850-729+12107+11006-917-897-989-732-1086-1144
keypair_randombytes - 68 +28-4-4+28-4+28-4-4+92+28+92-4-4-4-4+60-4+28+28+28-4-4+28-4+60+60-4-4-4-4-4-4
keypair_randomcalls - 2 +1+0+0+1+0+1+0+0+3+1+3+0+0+0+0+2+0+1+1+1+0+0+1+0+2+2+0+0+0+0+0+0
enc_cycles - 43903 +1540+25+3-88-133+1036-28+77-61+13+1400+97-127+11-97+1411+28-192-35-82+1363+87-43-6-137+1447-85+1172-12-7+1693-157
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30515 +509+137-176-229-150-7-165+44-197-24+28+107+118-77+10-38+64-27-122-98+34-106+7+63+79+18-6+77+158-28-41+135
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
