implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-fixed-reversed - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 34739 +7511+4458+8765+14461-3417-3578+8655+4330-3286+26425+8378-3580-3339-3673-3419-2121+2742-3395+2606+2741-3318+2300+7860-2215-3429+8162+14884-3209-3306+2651-3680-2756
keypair_randombytes - 76 -12+20+52+84-12-12+52+20-12+148+52-12-12-12-12-12+20-12+20+20-12+20+52-12-12+52+84-12-12+20-12-12
keypair_randomcalls - 2 +0+1+2+3+0+0+2+1+0+5+2+0+0+0+0+0+1+0+1+1+0+1+2+0+0+2+3+0+0+1+0+0
enc_cycles - 43846 +2894+465-122+126+1763-110+115-231+13+1099-51-29-243+4+1238-108-145-64-368+1164+20-487-93+23+1305-209+16-401+147+53+1399+7
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30516 +2100+325+60+5-3+187-107+156+221+227+780+255-13+28+264-57+149+123+18-103-82-195-293+0+23-115-126-152-104-74-198-71
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33273 +4726-1773+23077-1620-1786-1688+3844-2295-1839-1764+3662-2110-286+4310+9668+9940-2050-1869-2081+16133-442-1769+3920-1762-2047-1707+3970+4201+3862+11088-1871+4112
keypair_randombytes - 72 +24-8+120-8-8-8+24-8-8-8+24-8-8+24+56+56-8-8-8+88-8-8+24-8-8-8+24+24+24+56-8+24
keypair_randomcalls - 2 +1+0+4+0+0+0+1+0+0+0+1+0+0+1+2+2+0+0+0+3+0+0+1+0+0+0+1+1+1+2+0+1
enc_cycles - 43881 +435+9+1186-45-171-252-208+1186-374+67+35+108-23+1490+4-35-58+4+1148-78-311-271+41+1189-196+127+0-5+1135-204+74-20
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30445 +508+222-18-150-93+163+87-121+48-15-169+72-149+1648+42+129-92-17+76+169-108-29-192-120-229+36+14-53-168+225+68-12
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 32380 -577+12655-1105+4627+4782+16380+17027+6001-1013-987-1205-934-1203-1015-1144+4527-1254+11874+4892+10519-980-971-1120-910+4803-1221+580-1213+4961-786+10996-927
keypair_randombytes - 68 -4+60-4+28+28+92+92+28-4-4-4-4-4-4-4+28-4+60+28+60-4-4-4-4+28-4-4-4+28-4+60-4
keypair_randomcalls - 2 +0+2+0+1+1+3+3+1+0+0+0+0+0+0+0+1+0+2+1+2+0+0+0+0+1+0+0+0+1+0+2+0
enc_cycles - 43843 +768+1703-58+143+39-93+1350-99+185+86+0+1323-3-180-84-328+1464+133-153-132-53-329+1486-265+54-78-75+1385+38+15+26-76
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30553 +250-39-210+87-197+15-65-295-17-40+118-112-94-36+12+634+71-80-151+73+91-63+105+52+106+26-11-136+158+84+74-195
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
