implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 35821 +13509+1918+1730-4196+2005-4343-4194-4523+1588+2796-4318+13742+1474+7302-4530-4420-4690+13993+1079+1388-4274-4409-4608+7603+2574-4243-4654+1532+7482+12806+1326-4632
keypair_randombytes - 88 +8+8+8-24+8-24-24-24+8+8-24+72+8+40-24-24-24+72+8+8-24-24-24+40+8-24-24+8+40+72+8-24
keypair_randomcalls - 3 +0+0+0-1+0-1-1-1+0+0-1+2+0+1-1-1-1+2+0+0-1-1-1+1+0-1-1+0+1+2+0-1
enc_cycles - 43737 +2605+45-251+39+1235-279-394-473-294+153+1065-115-481-540-497+1746+819+169+404+154+1559+80-379-412+165+1094+0+52-411-516+810-591
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30356 +2378+441+311-32+305+217+304-231-291+175-153-32-12-220-284-51-213-144-106-200+188+230+331+270-118+214+186-146+25-108-263+35
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 37399 +601-102+6722+1412-5812+234+5538-5934+6004+169-269-4553-5850+5836-5900+5919+17557+28-4645-6115+18102-68-6206+11733+7066+126-482-5993+5934-121-5937-6125
keypair_randombytes - 96 +0+0+32+0-32+0+32-32+32+0+0-32-32+32-32+32+96+0-32-32+96+0-32+64+32+0+0-32+32+0-32-32
keypair_randomcalls - 3 +0+0+1+0-1+0+1-1+1+0+0-1-1+1-1+1+3+0-1-1+3+0-1+2+1+0+0-1+1+0-1-1
enc_cycles - 43550 +147+371-380-288+1412-272-435-209+59+1630+242+287+273+296+1841+861-260-164+77+2036-323-397-213-230+53+1233-488-454-316-207+1448+442
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30319 +447-103+170+12-68-98-214+22+239-213+21-112-154+91-64+252+201+120-6+11+115-17-76-182+16-130-24+82-169-9+140+255
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33291 -1582-1830-1205+3975+5766-2223-1915-1950+9740-1950-2092-2172-2009+4062-463+10158+4088-2140+4252+4019-1888+3694-459+3732-1935-1943+4083-1922-1910+9862+9727+17509
keypair_randombytes - 72 -8-8-8+24+24-8-8-8+56-8-8-8-8+24-8+56+24-8+24+24-8+24-8+24-8-8+24-8-8+56+56+88
keypair_randomcalls - 2 +0+0+0+1+1+0+0+0+2+0+0+0+0+1+0+2+1+0+1+1+0+1+0+1+0+0+1+0+0+2+2+3
enc_cycles - 43811 -512-199-202+1092-676+19+200-451+1516-784-613-520-575+1002+46-12-172-36+1750-254+155-22+38+130+1244+138-3-197+182+1531-33+66
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30196 +467+541+458+32+80+138+249-80-23-8+73-132-57-13-95-98-45-94+40-67+12-62-179-3-87-39+373+259+201+350+296-124
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
