implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 33222 +9083-1398+4929+22707-1912+4165-1581+11751-1680+10263+4226+10151-1930-1792-2199+11036+15416-2061+10205-1881-1703+3921-1776-2141-114-1772+26939-2039-1768-2000+9740-1610
keypair_randombytes - 68 -4-4+28+124-4+28-4+60-4+60+28+60-4-4-4+60+92-4+60-4-4+28-4-4-4-4+156-4-4-4+60-4
keypair_randomcalls - 2 +0+0+1+4+0+1+0+2+0+2+1+2+0+0+0+2+3+0+2+0+0+1+0+0+0+0+5+0+0+0+2+0
enc_cycles - 44020 +2668+180+153-417+1599-7-23+829-19+1376-25-184-103-18+1438+24-156-192+40-203+1340-87+28+39+52+1590-87-122-316-49+1346-185
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30593 +2235+178-196+111+17+3-62+130-172-221-89+127+65+28+71-59+9-95-148+13-54+6-68-53+713-272-22+41+29+25-49+24
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34733 +3085+2763+2678-1811+8649+2710-3104+2846+8576-3302+2258-2092-3759-3422+2007-3235+2830-3317-3367+8324-3597-2143+2623-3615-3556-3233+14074-3705+2260+9899-3519+8618
keypair_randombytes - 80 +16+16+16-16+48+16-16+16+48-16+16-16-16-16+16-16+16-16-16+48-16-16+16-16-16-16+80-16+16+48-16+48
keypair_randomcalls - 2 +1+1+1+0+2+1+0+1+2+0+1+0+0+0+1+0+1+0+0+2+0+0+1+0+0+0+3+0+1+2+0+2
enc_cycles - 43565 -20+204-262+1373-273-354-239-187+1134+1162+140-114-233+1520+95-146-224+127+1698+119-352+124-216+1088-345-237-346-334+1291+184+374+357
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30581 +55+220+143+27+112-38+14+60+139+47-16-30+50-79-28+11-31-55-7-10+58-65-64+143-222+744+57+11-206-121-166-233
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 32933 -1506+29749-1648-1464+15853+4441-1449-1485+5603+10558-1461-1755-1514-1349+10379+10695+11577+4501-1617+4021-1469-1716+4248-1520+11368-1073+4560-1571+16303-1709-1494-1779
keypair_randombytes - 72 -8+152-8-8+88+24-8-8+24+56-8-8-8-8+56+56+56+24-8+24-8-8+24-8+56-8+24-8+88-8-8-8
keypair_randomcalls - 2 +0+5+0+0+3+1+0+0+1+2+0+0+0+0+2+2+2+1+0+1+0+0+1+0+2+0+1+0+3+0+0+0
enc_cycles - 43863 +1641-458+78-505+121+818-109-259-820+102+1508-116+139-145+254+1305-26+44+49-573+1197-224+11-110-49+1311-47-28+6-10+1245-103
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30272 +504+113+72+75+239+483-73-94-76+382+190-54-193+39-57-44-66-64-194+362+4-196-166-206-32-192+360+302+1009-118+512+115
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
