implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 34473 +15088-2702+2802+14437-3113-3301+2685-2371+4586+14983-3279-3067-2998+3050-2801+14730+4140-3370-3222+2719-3370-3483+2940+14210+4168-2958-3213+2720+2678+3027-3303-2928
keypair_randombytes - 80 +16-16+16+80-16-16+16-16+16+80-16-16-16+16-16+80+16-16-16+16-16-16+16+80+16-16-16+16+16+16-16-16
keypair_randomcalls - 2 +1+0+1+3+0+0+1+0+1+3+0+0+0+1+0+3+1+0+0+1+0+0+1+3+1+0+0+1+1+1+0+0
enc_cycles - 43730 +4203+540-123-285-504+1251-78-400-205-382+1077-385-471-270-74+843-527-46-533-313+1108-222+698+266+101+314+1825+261+194+229-618+1344
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30280 +2678+521+502+330-20-40-47+81+320-114+157-140-11-149-169-205-35-84-265+80-135-35-23-55-57+148-185+361+278+301+338+315
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35292 -3629+20174-3535+2207+3464+2081+8036-3765+2691+2217+13886+3292-3849+2154-3764-4216+14093-4036-3763-4302-2545+1971-4117-3895-4113+1860+2247-4037+2007+3347+1794-3884
keypair_randombytes - 84 -20+108-20+12+12+12+44-20+12+12+76+12-20+12-20-20+76-20-20-20-20+12-20-20-20+12+12-20+12+12+12-20
keypair_randomcalls - 3 -1+3-1+0+0+0+1-1+0+0+2+0-1+0-1-1+2-1-1-1-1+0-1-1-1+0+0-1+0+0+0-1
enc_cycles - 43901 +477+55+81+1356-195-21-197-562+1347-76-26+110-35+1270-30-72-63-158+1317+17-62-92-29+2196+117+158+53+34-21+1508-568-5
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30164 +476+256+51-93+23+125+39-31+0+160-89-186+107-137-38+12-8-82-50-84-123-111+5-169+22-192+27-6+25+239+8+142
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33871 +3882-2471+4693-2373-2469+3150-2798+3320+3567-2806-2679-1123+10463-2464-2312-2647+3423-2414-2644-2727+11002+15477+3157-2413+15296+3173+3124-1016+2961-3030-2728+3368
keypair_randombytes - 76 +20-12+20-12-12+20-12+20+20-12-12-12+52-12-12-12+20-12-12-12+52+84+20-12+84+20+20-12+20-12-12+20
keypair_randomcalls - 2 +1+0+1+0+0+1+0+1+1+0+0+0+2+0+0+0+1+0+0+0+2+3+1+0+3+1+1+0+1+0+0+1
enc_cycles - 43866 -265-383+1471-390-614-527-611+1195-119-162+41+96+1381+8-72-37-63+1474-29-50+107+37+1373+108464+108286+104959+58851+101098+19584-597-594-402
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30364 +463+410+85-33-225-304+82-289-95-250-241+289-124-136-109-2-271-70-47+232-38+253+24+310-128+294+308+135-100+89+166+231
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
