implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 33254 +21396+4627+16317-1031+4398-1943-1948+17020+3843-1652-2200+3816+4138-1875-1760-2000-705-1935-2091-2230+3854+3622-2201+3735+15550-399-2233-2306-2187+3646+10023-1722
keypair_randombytes - 72 +56+24+88-8+24-8-8+88+24-8-8+24+24-8-8-8-8-8-8-8+24+24-8+24+88-8-8-8-8+24+56-8
keypair_randomcalls - 2 +2+1+3+0+1+0+0+3+1+0+0+1+1+0+0+0+0+0+0+0+1+1+0+1+3+0+0+0+0+1+2+0
enc_cycles - 42927 +3335-20-24-326-471-372+1385-547-423-386-460+1234+262-141+269+315+1765+69+152+249-280+948-116+109+49-486+1121-450-460-504+73+1037
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30298 +2207+287+41-189-7+171-132-181-131+7+15+11-142-126-17+90-102-206-155+17+82-209+74-17+107+395+179-175-214+405-10+513
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 32363 +5530+5284-844-1155-1236-1127-1225+716+16253-972-1231+4701-1365-1220+4521+6237-1283-1129-1149+11044+28877+4655+6490+17337-939-860+4659-1187-878-803-915+5987
keypair_randombytes - 68 +28+28-4-4-4-4-4-4+92-4-4+28-4-4+28+28-4-4-4+60+156+28+28+92-4-4+28-4-4-4-4+28
keypair_randomcalls - 2 +1+1+0+0+0+0+0+0+3+0+0+1+0+0+1+1+0+0+0+2+5+1+1+3+0+0+1+0+0+0+0+1
enc_cycles - 42961 +112-132-165-329+856-525-502-503-350+1220-426-455-284-437+937-612-567+212-95+1640+71+98+149+153+1638+250+93-422+36+1507+182+96
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30571 -37+241+158+87+132+4+10-96-151+165-19-87-31+59+2-22-77+68-361-115-365-310+50+55+80-19-86+62+42+32-95+13
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35245 -3752-3929-4047+3329+20507+2443+8252-3665-4230+8324+9386+1841+8118+2158+7569-4198-3608+3340+2230-4204-3727+13327+2168+2167+1569-2551-3897+2090-3789-3733-3747-4241
keypair_randombytes - 84 -20-20-20+12+108+12+44-20-20+44+44+12+44+12+44-20-20+12+12-20-20+76+12+12+12-20-20+12-20-20-20-20
keypair_randomcalls - 3 -1-1-1+0+3+0+1-1-1+1+1+0+1+0+1-1-1+0+0-1-1+2+0+0+0-1-1+0-1-1-1-1
enc_cycles - 42716 +60+1250-268+42-79-96+1468-208-76+39-76+1296+88+394-14-159+1246-172-257+1310-223+438+1511+332+211+123-60+1698-295-368-270-173
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30277 +130+365+355+320+388+365+154-236-284-205-198-239+165+69+336-196+7-223+430-164+121-37-109+99+12+40-221+53-153-146-35-138
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
