implementation crypto_kem/ntruplus1152/avx2-fixed-reversed - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 37054 +12313+12997+6427-28-5892-5535-5801+465-4119+62-5992-39-23-223-104-42+19456-5736+800-5629+12083-5795+13124+287-5904+24+152+6016-5937+11925+1273-5772
keypair_randombytes - 96 -32+64+32+0-32-32-32+0-32+0-32+0+0+0+0+0+96-32+0-32+64-32+64+0-32+0+0+32-32+64+0-32
keypair_randomcalls - 3 -1+2+1+0-1-1-1+0-1+0-1+0+0+0+0+0+3-1+0-1+2-1+2+0-1+0+0+1-1+2+0-1
enc_cycles - 42623 +1784+277-164+1532-102-164-234+3245+1290-100-164+334-35+1723-166-156-199+10786+1130-200-12-165-246+1756+17+474-230+109+2040+458-166-289
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30447 +1834+52+213+36-365-336-41+30+86-93+44+48+88-309-344-292+88+55-58-40-319-355-324-3+175+167+48-178-221+101-181+31
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33281 -1451-1856-447+4077-1712-1774+4085-2154+3917-1837+34749+3999-2017-2127+21196+3721-2171-439-1328-1825+9747+4051+9564-2193-2271+3921+5669-2127-1863+3588+3564-1892
keypair_randombytes - 72 -8-8-8+24-8-8+24-8+24-8+184+24-8-8+120+24-8-8-8-8+56+24+56-8-8+24+24-8-8+24+24-8
keypair_randomcalls - 2 +0+0+0+1+0+0+1+0+1+0+6+1+0+0+4+1+0+0+0+0+2+1+2+0+0+1+1+0+0+1+1+0
enc_cycles - 42712 -1+1384+342-248-228-257+1400+94-15-316-128+1124-250-86+120+380+1275-230-222+296+97+1387-82+20-198-227+1760-291-26+99-366+2331
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30230 +612+309+57-181+233-108-133-132-43+255+258+158-36+312+299-81-99-34+187+19-40+205+294+41-121+2-149-203-7+270-141-142
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34948 +2755+2581-3510-3423-3808+2128-3684+3592+7960-3559+7843+2014-3823+1826+3405+2516-3825+2273-3498+8502-3827-3420+2132+9306-3700+2195-3459-3449+8159-3905+2444-3857
keypair_randombytes - 84 +12+12-20-20-20+12-20+12+44-20+44+12-20+12+12+12-20+12-20+44-20-20+12+44-20+12-20-20+44-20+12-20
keypair_randomcalls - 3 +0+0-1-1-1+0-1+0+1-1+1+0-1+0+0+0-1+0-1+1-1-1+0+1-1+0-1-1+1-1+0-1
enc_cycles - 42843 +378+175+222+211+985+205-19+242-298+1398-82+156-109-136+1583-410-294-495-51-317+1635-159+67+295-404+1118-484-360-454-323+1058-407
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30204 +551+574-3-152+356-179-64-14-8-146-55-86+291+127-66+350-42+276-7-11-57+94-139+385+123+338-53-61+394-128+64+24
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
