implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-fixed-reversed - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 31992 +9482-164-330+169-333-414+11664+5565-634-762+653-702-360-744-661-642+5528-511-524+5379+782+5388+11305+5094+5348-803+29146+850-665-526+5393-671
keypair_randombytes - 64 +0+0+0+0+0+0+64+32+0+0+0+0+0+0+0+0+32+0+0+32+0+32+64+32+32+0+160+0+0+0+32+0
keypair_randomcalls - 2 +0+0+0+0+0+0+2+1+0+0+0+0+0+0+0+0+1+0+0+1+0+1+2+1+1+0+5+0+0+0+1+0
enc_cycles - 43881 +2714+128+1608-92-98-36+77+1531-12-15+922-67+1253-21-136+70-316+1355+81-258+2-99+1138-184-48-405+7+1460-44+28-11+25
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30457 +2216+410-4-107-42-99-7-87+256+93-44-119+5-14-207-144-18-70+32-13+111+105+103-173+80+16-125+620+180-23+115+122
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35240 +8809+7589+7921-3962-3575+8189+9604-3794-3854+2068-4137-3892+1936-3795+2281+9383+2205-3768-3886-3617+8136-3869+2144+1712-2692-3886+31616-3971+8072+2025+3666-3904
keypair_randombytes - 84 +44+44+44-20-20+44+44-20-20+12-20-20+12-20+12+44+12-20-20-20+44-20+12+12-20-20+172-20+44+12+12-20
keypair_randomcalls - 3 +1+1+1-1-1+1+1-1-1+0-1-1+0-1+0+1+0-1-1-1+1-1+0+0-1-1+5-1+1+0+0-1
enc_cycles - 43829 +424+169+108+1236+36+47+163+54+85+1230+617-106+89-300+1222-482+68-161-408+1366-239-279-188-385+1308-237-372-26-182+1266-261-219
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30429 +509-29-42+131+92+10+8-8-12+66+28-42+10-69-113-25+135-130-183+158-107+237-41-166+6+23-87-39+13+589+235+224
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 36728 +6948-5460+2223-5405+573-5027+590-5185+578-5532+658-3822-5429-5333+558+6552+6638-5681+740+7853+569+538+12978+6513-5410-5276+1896+12347+525-5377+485-5545
keypair_randombytes - 92 +36-28+4-28+4-28+4-28+4-28+4-28-28-28+4+36+36-28+4+36+4+4+68+36-28-28+4+68+4-28+4-28
keypair_randomcalls - 3 +1-1+0-1+0-1+0-1+0-1+0-1-1-1+0+1+1-1+0+1+0+0+2+1-1-1+0+2+0-1+0-1
enc_cycles - 43853 +1704-200+53+19-112+1130-30+103-39+3202+1460+935-110-51-450+1385-289-265-245+125+1370-324-10-246-389+1468+112-12-57-81+1423+67
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30390 +367+7+65-40+10900+17+30+110-9-133+18+152-88-65-56+48-101-36-18+93-23+0-122+121-172-4-25-11-78+430+198+124
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
