implementation crypto_kem/ntruplus1152/avx2-fixed-reversed - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 35675 +12621-3575-3834-3893+7666+2093+2008-4090+20724+1876-4098-4242-4173+20173-2887+21185+1841-3895-3976-4160+13631+7462-2645+1934+1734-4097-4186+7527+1721+13653+3201-4102
keypair_randombytes - 84 +12-20-20-20+44+12+12-20+108+12-20-20-20+108-20+108+12-20-20-20+76+44-20+12+12-20-20+44+12+76+12-20
keypair_randomcalls - 3 +0-1-1-1+1+0+0-1+3+0-1-1-1+3-1+3+0-1-1-1+2+1-1+0+0-1-1+1+0+2+0-1
enc_cycles - 42682 +1532-75-286+1562-120-258-440-319+1160+120-232-253-49+1268-86-184-224-159+992-375-7+415-262+1871-232+1961+181+419+1378+76+526+140
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30397 +1980-9+407-142+159+185+229+124+211-111+261+196-198+108-146-219-301-74+110+63-332-355-122-282+86+210-194+128-304-384-263+61
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 31789 +134+22+1729+34-36+17267+5655-145-227-96-302+1544+11847+6689+6817+5784+110-370-310+5775+1346-337-79-88+5529-302-211-199-165-277-371+18708
keypair_randombytes - 64 +0+0+0+0+0+96+32+0+0+0+0+0+64+32+32+32+0+0+0+32+0+0+0+0+32+0+0+0+0+0+0+96
keypair_randomcalls - 2 +0+0+0+0+0+3+1+0+0+0+0+0+2+1+1+1+0+0+0+1+0+0+0+0+1+0+0+0+0+0+0+3
enc_cycles - 42546 +34-47-124+1454-140-70-196-93+1507+165-213+92-32+1208-158-91-257-29+1249+385-75-119+89+1396+546-33+191+1227+631+1335-146-111
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30422 +272+177+205-264-295-23-330-28+50+96-418+93+130-7+54+77+32-281-336-357-311-323-30-243-201-332+110+143+185-37+166+43
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34404 -2365+3297+4531-2856-2636+20834-2870+2969+8716-1444+3012-2743-2652+3013-2429+9272-1607-2185+16331+8892-2834-2657-2591+3099-2596-2901-2601-1396+32401+9181+9228+20676
keypair_randombytes - 76 -12+20+20-12-12+116-12+20+52-12+20-12-12+20-12+52-12-12+84+52-12-12-12+20-12-12-12-12+180+52+52+116
keypair_randomcalls - 2 +0+1+1+0+0+4+0+1+2+0+1+0+0+1+0+2+0+0+3+2+0+0+0+1+0+0+0+0+6+2+2+4
enc_cycles - 42819 -104-398+287+196+1713+256+101+235+257+1596-171-571-411-81+1126-408-502-383+104-390+1097+100-489-475-435+1438-377-144-384+1401+1184+230
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30233 +238+63-21+75-220-142-139-148-196-149-73+105-166-34-49+324-138+76-161+124+64+461+296-103+308-119-123+142+231-11+59+109
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
