implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-fixed-reversed - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 36046 +7153+2062+7627-4482+7350+1184+1668+8604+1446-4608+7358+1167-4839-4659-4752-4724-3424+1333-4778+7399-4133+1118-4701+7490+8650-4685-4568+1519-4688-4614+1527+1312
keypair_randombytes - 84 -20+12+44-20+44+12+12+44+12-20+44+12-20-20-20-20-20+12-20+44-20+12-20+44+44-20-20+12-20-20+12+12
keypair_randomcalls - 3 -1+0+1-1+1+0+0+1+0-1+1+0-1-1-1-1-1+0-1+1-1+0-1+1+1-1-1+0-1-1+0+0
enc_cycles - 43991 +4139+101+5-156+29+2127+661+157-191-2+1231+28-279-26-377+1361-82+39-70-72+1145-414-322-15-97-15+1451+32-8-198-22+1650
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30441 +2230+269+125+141+80+72+139-127+63-41-250-256-264-195+13-164-113-79+19-50-147+24+517+417+206-59+31-3+5-59+91-88
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 36112 -4385+7024-4529+7302-4677-2739+7065+7050-4571+1138-4679-4809+1192+2774+13168-4727-4947+1231+6949-4594+1303+20516+7033+12922-4598+1173+8452+1343+1085-4530-4810-4679
keypair_randombytes - 88 -24+40-24+40-24-24+40+40-24+8-24-24+8+8+72-24-24+8+40-24+8+104+40+72-24+8+40+8+8-24-24-24
keypair_randomcalls - 3 -1+1-1+1-1-1+1+1-1+0-1-1+0+0+2-1-1+0+1-1+0+3+1+2-1+0+1+0+0-1-1-1
enc_cycles - 43944 -68+1415-21+23-94-296+1863+107+167-253-523+1131-89-66-32+10+46+1167+45+51+15+90+1227-257-104+5-90+1533+28-28-80-116
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30509 +579+6+15+26+100-18-229-104-32-108+24-140-149+176+80-26+5+81+82-55+142+66+45+547-223-74+50-313-345-58-398+145
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 31498 +6200+304+113+104-102-21-220-82-428+1219+5331-368-85-338-627-318-381-456-316+5872+7240+5855-106-83+5820-12-6-14+11696+1438+5936+5931
keypair_randombytes - 64 +32+0+0+0+0+0+0+0+0+0+32+0+0+0+0+0+0+0+0+32+32+32+0+0+32+0+0+0+64+0+32+32
keypair_randomcalls - 2 +1+0+0+0+0+0+0+0+0+0+1+0+0+0+0+0+0+0+0+1+1+1+0+0+1+0+0+0+2+0+1+1
enc_cycles - 43948 +128-400+1644+125+27+3-245-380+1171-104+520+7-172+1376-166-64-126-25+1263+69-27-127-83+1459-17-11-186+87+1182-106+138+43
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30416 +167+182-48-81+4+69-24-40+79+144+37-86-58-43-49+119+168-101-92+75-40+171-7-190-223-19-29-32+186+728+107+158
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
