implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 37102 +6264+889-5506-6146+166+12428-195-90+1556-2345-5695-123-5734+5818+174-5469+24967+228+356-5816+11877+18851+6482-5998+6341-6182+40-5841-6145-5740+1137-199
keypair_randombytes - 92 -28+4-28-28+4+68+4+4+4-28-28+4-28+36+4-28+132+4+4-28+68+100+36-28+36-28+4-28-28-28+4+4
keypair_randomcalls - 3 -1+0-1-1+0+2+0+0+0-1-1+0-1+1+0-1+4+0+0-1+2+3+1-1+1-1+0-1-1-1+0+0
enc_cycles - 43055 +1484-86+102+1483+81+180+11+19+1443+19-100-71-345+1397-365-200-543-346+770-487-430-563+2133+1036+20+51+78-454+1580-46-43-28
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30341 +2177+576-94+253+234+262+293+70+257+6-23+53-55+75+215+33+25-142-81-60+149-69-32-129-284-256-149-116+149-7-110-88
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 37925 -6431+12507+16993+10935+16250-1064+6272-6522-6601-5424-6533+12713+11242+6936-6440-6424+20696-942+4976-6663-1065-6844+605-6500-6657-950-861+5356-697+6537-6744+5448
keypair_randombytes - 96 -32+64+96+64+96+0+32-32-32-32-32+32+64+32-32-32+0+0+32-32+0-32+0-32-32+0+0+32+0+32-32+32
keypair_randomcalls - 3 -1+2+3+2+3+0+1-1-1-1-1+1+2+1-1-1+0+0+1-1+0-1+0-1-1+0+0+1+0+1-1+1
enc_cycles - 43017 +45-533+1549-327-639-449-14+703+91+4-562-304-547+782-175-327-266-287+1090+109-35+122+1108+1544-52-129+24+172+1495+160-65+90
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30448 +268+163+31+28-218+8+32+91+6+290+102-145-340-328-226-279+29+63+40+109-24+83+62+7-316-207-353-171-114-81+31-216
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 31532 +225+13241+17334-404+5376+11206+5300-182+7568+132-504-76-212-411-556-333+2-345-555+1164+40+5749+5715+5302-434-639-410-65-73+1232-374+5756
keypair_randombytes - 64 +0+64+96+0+32+64+32+0+32+0+0+0+0+0+0+0+0+0+0+0+0+32+32+32+0+0+0+0+0+0+0+32
keypair_randomcalls - 2 +0+2+3+0+1+2+1+0+1+0+0+0+0+0+0+0+0+0+0+0+0+1+1+1+0+0+0+0+0+0+0+1
enc_cycles - 43042 +37+73+1644+17-235+159+175-22+1559+51-716+95+18+1139-563-365-34+96+1015-607-305-447-268+886-501+546-138+74+1094-441-314-635
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30494 +98+173-66-327-419-267-289-154-11+43-184-25+65+48+44+160-24-93+152+83+31+63+32-40-6+148+78+143-311-471-197-458
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
