implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 34522 +17160+1416-2886-2897+3038-2940+8878+8899+4216-3002+15052-2982-3217+8968-3185+2676-1820-3016-3332+2682-3233+2692+2837+32363-3180-1874+16133-3114+29405-2888+8786-2905
keypair_randombytes - 76 +20-12-12-12+20-12+52+52+20-12+84-12-12+52-12+20-12-12-12+20-12+20+20+52-12-12+84-12+148-12+52-12
keypair_randomcalls - 2 +1+0+0+0+1+0+2+2+1+0+3+0+0+2+0+1+0+0+0+1+0+1+1+2+0+0+3+0+5+0+2+0
enc_cycles - 43850 +4106+2-182-450+1255-158-8-611-450+1045-640+19032+115-340+1596+53+118+34-52+1396-72-137-89-1+1556-59+4-47-36+116+1427+317
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30403 +2221+4393+1638+242+352-128-266-185-102+135-207+153+52+170-199-209-171-200-65-162-110+64-8+124+70+302-7-198-1-251+154+76
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35639 -3668+2074+1808-2461-4309-4295+1921+1673-4065+1708+1824+7823-2861+19947-4140+1660-3970-4402-4353+7632-2937-4154+1666+1626-3910+13163-3134-4219+9162+20092+1635+13804
keypair_randombytes - 84 -20+12+12-20-20-20+12+12-20+12+12+44-20+108-20+12-20-20-20+44-20-20+12+12-20+44-20-20+44+108+12+76
keypair_randomcalls - 3 -1+0+0-1-1-1+0+0-1+0+0+1-1+3-1+0-1-1-1+1-1-1+0+0-1+1-1-1+1+3+0+2
enc_cycles - 43864 +519+1521+94-88-31-446+1076-570-618-657-442+1237-242-702-345-671+969-646+39-32+67+1706+95+125-22+51+10+1524-99-85+87+147
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30559 +1548+174+2818-352-165+91-20+67-309+70+23031+104+81-80+150+85-187-440+58-251-94+67-66+48-28-407-262+60-74-156-227+25
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34783 -2718-3099+2911-3305+2859-3264-3409-3244+10248+2679+2804+8710+2747-3442+8732-2108+2728+8762-3496+2695-3094+2562+20369+9895-3290-2742-3196+4963-3295-3385+21027-3120
keypair_randombytes - 72 -8-8+24-8+24-8-8-8+56+24+24+56+24-8+56-8+24+56-8+24-8+24-8+56-8-8-8+24-8-8-8-8
keypair_randomcalls - 2 +0+0+1+0+1+0+0+0+2+1+1+2+1+0+2+0+1+2+0+1+0+1+0+2+0+0+0+1+0+0+0+0
enc_cycles - 43820 +2503+19554+1993-193-349+1590-169-177-576-74+1347-189+99+67-47+1601+182+21+83+129+1637+186-439-350-512+2+930-460-148-600-553+833
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30474 +460-53+1332+164-25+209-50-149-318+124+131+203-147+176+254+193-50-73+99+400-335+140+52-91-124-84+103-144-263-312-281-327
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
