implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 32725 +11209-838-631-1238-1218-1516-1277+4843-945+10825+111+4396+10516-1145-1414+10580-944-973-1420-173+10597+4682-1453+16065-1517-1174+4625+5814-1383-1362+4423+4703
keypair_randombytes - 64 +0+0+0+0+0+0+0+32+0+64+0+32+64+0+0+64+0+0+0+0+64+32+0+96+0+0+32+32+0+0+32+32
keypair_randomcalls - 2 +0+0+0+0+0+0+0+1+0+2+0+1+2+0+0+2+0+0+0+0+2+1+0+3+0+0+1+1+0+0+1+1
enc_cycles - 43986 +4472+10-258-491-544-708+1741+126-11-70-29+1300+27-108-87-6+1440-55+24+5-41+1358+165+77-59-805+890-302+74-20+50+1403
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30251 +2230+221+179-31+20-156+293-44+14-67-94-133-63+75-96-35-32-68-88+158-52-131-133+379+703+420+337+366+354+471-115+36
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 33100 -1268-1741+10229+4081-1507-1860-280-1632+22006+10392-1783-1688-1598+29283+3950+3962-1756+33705+17334+4170+4469-1807+4017-1830-1646-1940-1907-1623+5622+4216-1793-1811
keypair_randombytes - 72 -8-8+56+24-8-8-8-8+120+56-8-8-8+152+24+24-8+184+88+24+24-8+24-8-8-8-8-8+24+24-8-8
keypair_randomcalls - 2 +0+0+2+1+0+0+0+0+4+2+0+0+0+5+1+1+0+6+3+1+1+0+1+0+0+0+0+0+1+1+0+0
enc_cycles - 43921 -307-589+932-738-186-653-151+1167+603+39+198+29+8+1091+64-34-83-92+1576-171-4-159-21+1177+50-341-43+25+1144+124+65-96
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30550 +69+86+53-21-29-248+136-75+67-27+20-517+86+148-101+15-365-495+137+87-168-202-261-407-370+355+305-372-259+276+107+139
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 37271 +7862+395+262+164-5972-5880-5983+12026-4421+6086+5970+11886-5624-334+80+7180+81+5866-5829-5966-102+0-5814+1107-5712+68-134+165+11802-155-6037-4845
keypair_randombytes - 96 +32+0+0+0-32-32-32+64-32+32+32+64-32+0+0+32+0+32-32-32+0+0-32+0-32+0+0+0+64+0-32-32
keypair_randomcalls - 3 +1+0+0+0-1-1-1+2-1+1+1+2-1+0+0+1+0+1-1-1+0+0-1+0-1+0+0+0+2+0-1-1
enc_cycles - 43367 +799+336+55-36+1586-170-98-119+944+1361-44+297-98-197+1440+6-73+406+109+1499-90+37-60-169+2019+250-162-70-65+1227-219-189
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30295 +480+64+267+122-262-259-148+86-4-250-138-86-158+108-97-197-243+237+58-32+122-197+13+97-250-99+131+787+300-176+239+338
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
