implementation crypto_kem/ntruplus1152/avx2-gt9x16-wire-h3-pairunpack-serializer-v2-exp017-sc20260831 - 
publickeybytes 1728 
secretkeybytes 3488 
outputbytes 32 
ciphertextbytes 1728 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
keypair_cycles - 32867 +9836+3091-1238+4757-1471+4705+4342-1558-1674-1885+6103+4295+4314-1866-1798+4444-1376+4603+6904-1689-419-1422-1627-1360-1478-1651-1799-1788-1705+5638+4198+4329
keypair_randombytes - 64 +0+0+0+32+0+32+32+0+0+0+32+32+32+0+0+32+0+32+32+0+0+0+0+0+0+0+0+0+0+32+32+32
keypair_randomcalls - 2 +0+0+0+1+0+1+1+0+0+0+1+1+1+0+0+1+0+1+1+0+0+0+0+0+0+0+0+0+0+1+1+1
enc_cycles - 44004 +5357-108-528+1235-479+2198-62-348+934-87-159-181+1366+1254-118-110-131-140+1162-39+885-208-6+1508-107+303-81-101+1372+77+2236+12331
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30296 +8081+1033+52-163+97+133-202-9-129-244-194+215+295+151+1335+66+206-165-196-207+38+55-289-71+58-210+109+1334-206-9-111-249
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 34975 +6949-2033-3683+2650+2540-3479+2702-3878-2441+21438+2461-3525+2425-3507-3676+2497-3389-3235+15492+15267-3627-3548+19215+4265+20223+3826+2067-3502+2683-3698-1742-3810
keypair_randombytes - 72 -8-8-8+24+24-8+24-8-8+120+24-8+24-8-8+24-8-8+88+88-8-8+24-8+120+24+24-8+24-8-8-8
keypair_randomcalls - 2 +0+0+0+1+1+0+1+0+0+4+1+0+1+0+0+1+0+0+3+3+0+0+1+0+4+1+1+0+1+0+0+0
enc_cycles - 44423 +7830+3707-693-384-371-245+936-463+1046-643-492+991+1364-395-436-539+989-382-592-356-556+1550+1274+1030-481-314+1997+2057-148-511+884+1016
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30265 +4588-66+539+311+338-26-92+295-172-249+315+120+192-98-117+11+78-36+196+125-80+19+116-131+193-96+6+11-130-115-82-77
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
keypair_cycles - 35414 +5422-3985-3833-4136+7590-3861-4116+8922+1608-3897+1830-4084-3920+1918+13531-2739+2080-4235-4371+1802+2112+1827+10615+3248-2448+2575-4041+19759-3794+1947-3930+3377
keypair_randombytes - 84 +12-20-20-20+44-20-20+44+12-20+12-20-20+12+12-20+12-20-20+12+12+12+44+12-20+12-20+108-20+12-20+12
keypair_randomcalls - 3 +0-1-1-1+1-1-1+1+0-1+0-1-1+0+0-1+0-1-1+0+0+0+1+0-1+0-1+3-1+0-1+0
enc_cycles - 43809 +3920-586-403-258+910-487-528-542+74+1479-597-292-226-429+1276-329-391+585-647+711-32+169+924+1361+1021+2+17093-655+120+3199+1419+152
enc_randombytes - 144 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
enc_randomcalls - 1 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_cycles - 30254 +10566-65+31-139+72-160-212-153+259+251-108-8-139+372+18+233-81+192+345-81+119+487+205-104+196-73-120+13+10-276-243+299
dec_randombytes - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
dec_randomcalls - 0 +0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0+0
